beer_id,beer_name,brewery_name,beer_style,abv,score,avg_score,ratings,availability,brew_state,brew_city,lat,lng
194,Leche Borracho, Bottle Logic Brewing , American Imperial Stout,11.0,99,4,443,Rotating, CA , Anaheim,33.8347516,-117.911732
195,Clare's Thirsty Ale, Haymarket Beer Co. Pub & Brewery , American Imperial Stout,12.5,99,4,312,Rotating, IL , Chicago,41.875561600000005,-87.6244212
196,Ten FIDY - Bourbon Barrel Aged, Oskar Blues Grill & Brew , American Imperial Stout,12.5,99,4,2158,Rotating, CO , Lyons,40.224432,-105.270532
197,Mother Of All Storms, Pelican Pub & Brewery , English Barleywine,14.0,99,4,2106,Winter, OR , Pacific City,45.2020606,-123.96351489999999
198,Coffee Abraxas, Perennial Artisan Ales , American Imperial Stout,10.0,99,4,672,Rotating, MO , Saint Louis,38.6268039,-90.1994097
199,Bodhi, Columbus Brewing Company , American Imperial IPA,8.5,99,4,1717,Rotating, OH , Columbus,39.9622601,-83.00070649999999
200,Citraquench'l, Heist Brewery , New England IPA,7.1,99,4,295,Rotating, NC , Charlotte,35.2272,-80.843083
201,Double Dry Hopped All Citra Everything, Other Half Brewing Company - Brooklyn , New England IPA,8.5,99,4,494,Rotating, NY , Brooklyn,40.6501038,-73.9495823
202,Rodenbach Caractère Rouge, Brouwerij Rodenbach N.V. , Flanders Red Ale,7.0,98,4,1562,Rotating, Belgium , Roeselare,50.944494799999994,3.124765
203,Kiwi Herman, Alpine Beer Company , American Wild Ale,7.0,100,4,292,Rotating, CA , Alpine,54.6610806,-102.0793157
204,Emerald Grouper, Pipeworks Brewing Company , American Imperial IPA,9.5,99,4,887,Rotating, IL , Chicago,41.875561600000005,-87.6244212
205,Hunahpu's Imperial Stout - Bourbon Barrel-Aged, Cigar City Brewing , American Imperial Stout,14.6,99,4,392,Rotating, FL , Tampa,27.947759499999997,-82.458444
206,"Somewhere, Something Incredible Is Waiting To Be Known", Tree House Brewing Company , Something Incredible Is Waiting To Be Known,7.9,99,4,388,Rotating, MA , Charlton,42.1348444,-71.9643153
207,Birth Of Tragedy, Hill Farmstead Brewery , American Imperial Porter,9.0,99,4,1281,Winter, VT , Greensboro Bend,44.5489422,-72.2648257
208,Flora, Hill Farmstead Brewery , Belgian Saison,4.8,99,4,791,Rotating, VT , Greensboro Bend,44.5489422,-72.2648257
209,Caffè Americano, Cigar City Brewing , American Imperial Stout,12.0,99,4,1218,Rotating, FL , Tampa,27.947759499999997,-82.458444
210,Bourbon Barrel Oro Negro, Jackie O's Pub & Brewery , American Imperial Stout,12.1,99,4,566,Rotating, OH , Athens,39.355589,-82.06104040000001
211,Tweak, Avery Brewing Company , American Imperial Stout,16.0,99,4,2663,Rotating, CO , Boulder,40.0149856,-105.2705456
212,Appervation, Jackie O's Pub & Brewery , American Imperial Stout,15.0,99,4,274,Rotating, OH , Athens,39.355589,-82.06104040000001
213,Hop JuJu Imperial IPA, Fat Head's Brewery & Saloon , American Imperial IPA,9.0,99,4,2345,Rotating, OH , North Olmsted,41.415602500000006,-81.9234726
214,Bourbon Barrel Black Maple, Jackie O's Pub & Brewery , American Imperial Porter,11.0,99,4,1102,Rotating, OH , Athens,39.355589,-82.06104040000001
215,Second Fiddle, Fiddlehead Brewing Company , American Imperial IPA,8.2,99,4,2239,Rotating, VT , Shelburne,44.3783486,-73.2276183
216,Fort Point Pale Ale, Trillium Brewing Company , American Pale Ale (APA),6.6,99,4,2220,Year-round, MA , Boston,42.3602534,-71.0582912
217,Juicy, Hill Farmstead Brewery , Belgian Saison,7.4,99,4,718,Rotating, VT , Greensboro Bend,44.5489422,-72.2648257
218,Ghost In The Machine, Parish Brewing Company , New England IPA,8.5,99,4,1065,Rotating, LA , Broussard,30.1471506,-91.9612413
219,Expedition Stout - Bourbon Barrel-Aged, Bell's Brewery - Eccentric Café & General Store , Russian Imperial Stout,13.4,98,4,704,Rotating, MI , Kalamazoo,42.291707,-85.5872286
220,Thicket, Side Project Brewing , American Wild Ale,6.0,99,4,265,Rotating, MO , Maplewood,38.6125521,-90.32455990000001
221,Imperial Eclipse Stout - Elijah Craig (12 Year), FiftyFifty Brewing Co. , American Imperial Stout,11.9,99,4,2015,Fall, CA , Truckee,39.327962,-120.1832533
222,Sang Noir, Cascade Brewing / Raccoon Lodge & Brewpub , American Wild Ale,9.3,99,4,1831,Rotating, OR , Portland,45.5202471,-122.6741949
223,Vicinity, Trillium Brewing Company , New England IPA,8.0,99,4,1744,Rotating, MA , Boston,42.3602534,-71.0582912
224,Bourbon Barrel Champion Ground, Jackie O's Pub & Brewery , American Imperial Stout,12.0,99,4,652,Rotating, OH , Athens,39.355589,-82.06104040000001
225,Medianoche - Coconut, WeldWerks Brewing Co. , American Imperial Stout,14.1,99,4,138,Rotating, CO , Greeley,40.42331420000001,-104.7091322
226,Coconut B-Bomb, Fremont Brewing Company , American Strong Ale,13.0,97,4,287,Rotating, WA , Seattle,47.6038321,-122.3300624
227,Schaerbeekse Kriek,Brouwerij 3 Fonteinen, Belgian Fruit Lambic,6.0,98,4,876,Rotating, Belgium , Beersel,50.76843529999999,4.305109799999999
228,Peche 'n Brett, Logsdon Farmhouse Ales , Belgian Saison,10.0,99,4,1450,Rotating, WA , Washougal,45.581959399999995,-122.34799209999998
229,Black & Wild, Side Project Brewing , American Wild Ale,10.0,100,4,224,Rotating, MO , Maplewood,38.6125521,-90.32455990000001
230,Nelson, Alpine Beer Company , American IPA,7.0,99,4,4247,Rotating, CA , Alpine,54.6610806,-102.0793157
231,Fyodor, Stone Brewing , Russian Imperial Stout,13.1,98,4,1401,Rotating, CA , Escondido,33.1216751,-117.08148490000002
232,Axe Man, Surly Brewing Company , American IPA,7.2,99,4,2914,Year-round, MN , Brooklyn Center,45.07485429999999,-93.3296296
233,Space Trace, Bottle Logic Brewing , American Imperial Stout,11.1,99,4,369,Rotating, CA , Anaheim,33.8347516,-117.911732
234,Coolship Red, Allagash Brewing Company , Belgian Fruit Lambic,5.7,98,4,732,Rotating, ME , Portland,29.0654892,-110.9717051
235,Double Dry Hopped Sleeper Street, Trillium Brewing Company , New England IPA,7.2,99,4,1094,Rotating, MA , Boston,42.3602534,-71.0582912
236,Cellarman Barrel Aged Saison, Sante Adairius Rustic Ales , Belgian Saison,6.5,99,4,533,Rotating, CA , Capitola,36.9762927,-121.9540577
237,All That Is And All That Ever Will Be, Tree House Brewing Company , English Sweet / Milk Stout,6.5,99,4,418,Rotating, MA , Charlton,42.1348444,-71.9643153
238,Darkstar November, Bottle Logic Brewing , Russian Imperial Stout,13.7,98,4,663,Fall, CA , Anaheim,33.8347516,-117.911732
239,Dorothy (Wine Barrel Aged), Hill Farmstead Brewery , Belgian Saison,7.0,99,4,229,Rotating, VT , Greensboro Bend,44.5489422,-72.2648257
240,Hefeweissbier, Bayerische Staatsbrauerei Weihenstephan , German Hefeweizen,5.4,98,4,8876,Year-round, Germany , Freising,48.400827299999996,11.7439565
241,Mastermind, Fiddlehead Brewing Company , New England IPA,8.1,99,4,1458,Rotating, VT , Shelburne,44.3783486,-73.2276183
242,Blanc De Blancs, Side Project Brewing , Bière de Champagne / Bière Brut,10.0,99,4,310,Rotating, MO , Maplewood,38.6125521,-90.32455990000001
243,Flora - Blueberry, Hill Farmstead Brewery , Belgian Saison,5.0,99,7,425,Rotating, VT , Greensboro Bend,44.5489422,-72.2648257
244,Smooth, Side Project Brewing , American Wild Ale,6.0,99,4,192,Rotating, MO , Maplewood,38.6125521,-90.32455990000001
